2024-10-05 12:12:27 | Felipe Barbosa | AlphaTauri | 110.103
2024-10-05 10:44:06 | Marcos Costa | Red Bull Racing | 216.83
2024-10-05 14:51:02 | Fernando Silva | McLaren | 216.832
2024-10-05 16:57:21 | Carlos Andrade | AlphaTauri | 216.836
2024-10-05 14:07:55 | Felipe Barbosa | Alpine | 216.836
2024-10-05 16:01:31 | Vinícius Pereira | Alpine | 216.837
2024-10-05 18:28:44 | Leonardo Almeida | Alfa Romeo | 216.845
2024-10-05 17:47:41 | Leonardo Almeida | Ferrari | 216.847
2024-10-05 13:05:56 | Thiago Mendes | AlphaTauri | 216.849
2024-10-05 14:25:55 | Vinícius Pereira | AlphaTauri | 216.849
2024-10-05 16:57:25 | Gabriel Souza | Mercedes | 216.856
2024-10-05 15:04:44 | Fernando Silva | AlphaTauri | 216.859
2024-10-05 16:25:44 | Thiago Mendes | McLaren | 216.86
2024-10-05 14:21:37 | Vinícius Pereira | Mercedes | 216.862
2024-10-05 13:43:23 | Gabriel Souza | AlphaTauri | 216.864
2024-10-05 17:19:52 | Felipe Barbosa | Red Bull Racing | 216.865
2024-10-05 11:11:33 | Rafael Rocha | Haas | 216.867
2024-10-05 17:48:32 | Gabriel Souza | Williams | 216.87
2024-10-05 18:20:29 | José Ferreira | Aston Martin | 216.871
2024-10-05 17:29:30 | Thiago Mendes | Alfa Romeo | 216.872
2024-10-05 13:35:35 | Vinícius Pereira | Alfa Romeo | 216.872
2024-10-05 15:08:54 | Fernando Silva | Williams | 216.873
2024-10-05 10:54:18 | Felipe Barbosa | Ferrari | 216.877
2024-10-05 13:08:54 | José Ferreira | Red Bull Racing | 216.877
2024-10-05 11:07:52 | Fernando Silva | Aston Martin | 216.878
2024-10-05 12:35:01 | Thiago Mendes | Alfa Romeo | 216.879
2024-10-05 12:31:43 | Felipe Barbosa | Aston Martin | 216.88
2024-10-05 18:28:15 | José Ferreira | Alfa Romeo | 216.882
2024-10-05 16:13:02 | Pedro Oliveira | Ferrari | 216.885
2024-10-05 11:23:26 | José Ferreira | Alpine | 216.887
2024-10-05 16:24:10 | Pedro Oliveira | Ferrari | 216.888
2024-10-05 13:14:40 | Felipe Barbosa | Alpine | 216.894
2024-10-05 13:25:24 | Gabriel Souza | Haas | 216.898
2024-10-05 10:15:57 | Vinícius Pereira | Aston Martin | 216.898
2024-10-05 10:18:23 | Marcos Costa | AlphaTauri | 216.9
2024-10-05 12:10:46 | José Ferreira | Haas | 216.903
2024-10-05 10:55:13 | Leonardo Almeida | Williams | 216.903
2024-10-05 16:47:38 | Rafael Rocha | Alfa Romeo | 216.903
2024-10-05 18:53:14 | Marcos Costa | Haas | 216.904
2024-10-05 12:16:40 | Rafael Rocha | Alpine | 216.907
2024-10-05 15:30:33 | Gabriel Souza | Williams | 216.908
2024-10-05 12:39:13 | José Ferreira | AlphaTauri | 216.91
2024-10-05 17:27:34 | Marcos Costa | McLaren | 216.911
2024-10-05 13:17:06 | Thiago Mendes | McLaren | 216.913
2024-10-05 14:41:50 | Vinícius Pereira | AlphaTauri | 216.914
2024-10-05 14:49:37 | Rafael Rocha | AlphaTauri | 216.915
2024-10-05 15:20:10 | José Ferreira | AlphaTauri | 216.923
2024-10-05 13:35:31 | Felipe Barbosa | Alpine | 216.925
2024-10-05 15:39:46 | José Ferreira | AlphaTauri | 216.926
2024-10-05 14:13:03 | Gabriel Souza | Williams | 216.927
2024-10-05 18:07:06 | Vinícius Pereira | AlphaTauri | 216.931
2024-10-05 13:22:26 | Lucas Silva | McLaren | 216.933
2024-10-05 18:14:54 | Rafael Rocha | Williams | 216.935
2024-10-05 10:47:29 | José Ferreira | Ferrari | 216.936
2024-10-05 15:51:38 | Felipe Barbosa | Haas | 216.941
2024-10-05 14:48:00 | Lucas Silva | AlphaTauri | 216.941
2024-10-05 14:06:44 | Vinícius Pereira | Alpine | 216.942
2024-10-05 15:10:10 | Vinícius Pereira | Aston Martin | 216.946
2024-10-05 12:16:30 | Fernando Silva | Alpine | 216.949
2024-10-05 18:57:30 | Thiago Mendes | Mercedes | 216.949
2024-10-05 16:15:24 | Carlos Andrade | Mercedes | 216.951
2024-10-05 18:20:28 | Leonardo Almeida | Alfa Romeo | 216.955
2024-10-05 16:56:14 | Leonardo Almeida | Haas | 216.958
2024-10-05 12:58:25 | José Ferreira | Haas | 216.959
2024-10-05 18:32:41 | Leonardo Almeida | Mercedes | 216.959
2024-10-05 11:52:04 | José Ferreira | Alfa Romeo | 216.964
2024-10-05 15:55:58 | Vinícius Pereira | Aston Martin | 216.964
2024-10-05 15:10:21 | Fernando Silva | Williams | 216.965
2024-10-05 17:59:36 | Carlos Andrade | Williams | 216.967
2024-10-05 17:13:12 | Lucas Silva | Red Bull Racing | 216.972
2024-10-05 17:17:55 | Lucas Silva | McLaren | 216.973
2024-10-05 11:53:18 | Thiago Mendes | Ferrari | 216.974
2024-10-05 12:01:24 | Fernando Silva | AlphaTauri | 216.979
2024-10-05 11:50:17 | Leonardo Almeida | Williams | 216.98
2024-10-05 11:23:34 | José Ferreira | Alpine | 216.983
2024-10-05 14:42:34 | Thiago Mendes | Red Bull Racing | 216.984
2024-10-05 14:54:54 | Rafael Rocha | Ferrari | 216.99
2024-10-05 10:31:13 | Felipe Barbosa | Mercedes | 216.991
2024-10-05 18:14:42 | Rafael Rocha | Mercedes | 216.991
2024-10-05 15:49:48 | José Ferreira | Alfa Romeo | 216.997
2024-10-05 15:19:49 | Carlos Andrade | McLaren | 216.998
2024-10-05 14:31:47 | Thiago Mendes | Red Bull Racing | 217.1
2024-10-05 18:13:14 | Marcos Costa | Haas | 217.101
2024-10-05 13:12:41 | Gabriel Souza | Haas | 217.102
2024-10-05 14:33:03 | Lucas Silva | Mercedes | 217.103
2024-10-05 17:06:11 | Vinícius Pereira | Ferrari | 217.106
2024-10-05 16:27:23 | José Ferreira | Alpine | 217.107
2024-10-05 10:14:44 | Thiago Mendes | Williams | 217.107
2024-10-05 11:46:48 | Lucas Silva | Alpine | 217.109
2024-10-05 12:48:21 | Marcos Costa | Mercedes | 217.111
2024-10-05 14:00:48 | Felipe Barbosa | Ferrari | 217.112
2024-10-05 13:57:21 | Gabriel Souza | Haas | 217.113
2024-10-05 17:26:11 | Felipe Barbosa | Haas | 217.117
2024-10-05 10:46:48 | Gabriel Souza | Alpine | 217.117
2024-10-05 18:59:57 | Marcos Costa | Red Bull Racing | 217.118
2024-10-05 10:12:53 | Marcos Costa | AlphaTauri | 217.127
2024-10-05 10:50:00 | Gabriel Souza | Ferrari | 217.136
2024-10-05 13:50:09 | Gabriel Souza | Ferrari | 217.141
2024-10-05 10:33:30 | Vinícius Pereira | Ferrari | 217.141
2024-10-05 14:40:58 | Thiago Mendes | Alpine | 217.143
2024-10-05 17:52:41 | Fernando Silva | AlphaTauri | 217.144
2024-10-05 15:47:45 | Lucas Silva | Red Bull Racing | 217.146
2024-10-05 13:56:28 | Leonardo Almeida | Aston Martin | 217.15
2024-10-05 14:32:03 | Marcos Costa | Williams | 217.15
2024-10-05 14:14:35 | Gabriel Souza | Red Bull Racing | 217.151
2024-10-05 16:04:54 | José Ferreira | AlphaTauri | 217.153
2024-10-05 11:40:23 | Gabriel Souza | Aston Martin | 217.154
2024-10-05 18:13:54 | Fernando Silva | McLaren | 217.156
2024-10-05 16:36:33 | Rafael Rocha | Ferrari | 217.157
2024-10-05 11:28:51 | Rafael Rocha | Ferrari | 217.158
2024-10-05 15:06:43 | Vinícius Pereira | Haas | 217.16
2024-10-05 14:41:04 | Leonardo Almeida | AlphaTauri | 217.161
2024-10-05 11:05:31 | Vinícius Pereira | McLaren | 217.161
2024-10-05 12:38:50 | Marcos Costa | Alfa Romeo | 217.162
2024-10-05 15:42:24 | Felipe Barbosa | Williams | 217.166
2024-10-05 17:06:47 | Vinícius Pereira | Williams | 217.166
2024-10-05 13:04:21 | Felipe Barbosa | Williams | 217.168
2024-10-05 17:10:46 | Lucas Silva | Williams | 217.168
2024-10-05 10:23:54 | Marcos Costa | Williams | 217.173
2024-10-05 16:08:10 | Vinícius Pereira | Alfa Romeo | 217.173
2024-10-05 13:00:22 | Gabriel Souza | Alpine | 217.177
2024-10-05 11:47:04 | Pedro Oliveira | Williams | 217.178
2024-10-05 17:18:06 | Rafael Rocha | Aston Martin | 217.178
2024-10-05 15:14:36 | Gabriel Souza | Williams | 217.179
2024-10-05 14:56:22 | Marcos Costa | Ferrari | 217.185
2024-10-05 13:23:58 | Marcos Costa | McLaren | 217.185
2024-10-05 16:27:44 | Lucas Silva | Red Bull Racing | 217.189
2024-10-05 17:18:35 | Rafael Rocha | Alpine | 217.195
2024-10-05 11:45:06 | Carlos Andrade | Haas | 217.198
2024-10-05 17:46:06 | Rafael Rocha | Williams | 217.2
2024-10-05 14:55:19 | Vinícius Pereira | Haas | 217.201
2024-10-05 13:27:12 | Marcos Costa | Ferrari | 217.202
2024-10-05 14:09:09 | Leonardo Almeida | Ferrari | 217.203
2024-10-05 14:32:24 | Leonardo Almeida | Alfa Romeo | 217.205
2024-10-05 13:10:10 | Carlos Andrade | Williams | 217.207
2024-10-05 15:23:01 | Felipe Barbosa | Mercedes | 217.209
2024-10-05 10:32:33 | Fernando Silva | AlphaTauri | 217.212
2024-10-05 17:23:54 | Carlos Andrade | Alpine | 217.215
2024-10-05 12:42:13 | Vinícius Pereira | Williams | 217.216
2024-10-05 11:21:53 | José Ferreira | Williams | 217.218
2024-10-05 17:35:01 | Leonardo Almeida | McLaren | 217.218
2024-10-05 17:38:00 | Leonardo Almeida | Alfa Romeo | 217.221
2024-10-05 11:08:38 | Thiago Mendes | Mercedes | 217.224
2024-10-05 14:30:16 | Lucas Silva | AlphaTauri | 217.225
2024-10-05 12:01:16 | Felipe Barbosa | AlphaTauri | 217.227
2024-10-05 16:25:13 | Gabriel Souza | Alpine | 217.227
2024-10-05 12:50:35 | Carlos Andrade | Williams | 217.23
2024-10-05 12:22:39 | Leonardo Almeida | Mercedes | 217.231
2024-10-05 16:07:21 | Carlos Andrade | Alfa Romeo | 217.232
2024-10-05 14:57:10 | Marcos Costa | Alfa Romeo | 217.233
2024-10-05 12:40:18 | Felipe Barbosa | Aston Martin | 217.237
2024-10-05 15:14:29 | Vinícius Pereira | Alpine | 217.238
2024-10-05 18:16:39 | Leonardo Almeida | Alpine | 217.24
2024-10-05 13:47:00 | Carlos Andrade | Alfa Romeo | 217.242
2024-10-05 16:58:11 | Marcos Costa | Ferrari | 217.244
2024-10-05 13:32:29 | José Ferreira | Red Bull Racing | 217.246
2024-10-05 17:07:24 | Marcos Costa | Red Bull Racing | 217.247
2024-10-05 10:07:56 | Vinícius Pereira | Ferrari | 217.248
2024-10-05 15:46:40 | Carlos Andrade | Alpine | 217.252
2024-10-05 10:01:59 | Vinícius Pereira | Red Bull Racing | 217.255
2024-10-05 18:24:17 | Felipe Barbosa | AlphaTauri | 217.256
2024-10-05 14:48:51 | Rafael Rocha | Alfa Romeo | 217.26
2024-10-05 18:14:25 | Marcos Costa | Alfa Romeo | 217.261
2024-10-05 12:30:00 | Rafael Rocha | Alfa Romeo | 217.261
2024-10-05 15:16:26 | Gabriel Souza | Alpine | 217.264
2024-10-05 10:36:43 | Carlos Andrade | Alfa Romeo | 217.265
2024-10-05 18:15:56 | Carlos Andrade | Alpine | 217.266
2024-10-05 16:20:35 | Lucas Silva | Alfa Romeo | 217.267
2024-10-05 15:38:20 | Fernando Silva | Haas | 217.269
2024-10-05 12:13:18 | José Ferreira | Red Bull Racing | 217.269
2024-10-05 16:19:45 | Carlos Andrade | Ferrari | 217.27
2024-10-05 15:56:26 | Lucas Silva | Red Bull Racing | 217.275
2024-10-05 18:18:29 | Rafael Rocha | AlphaTauri | 217.275
2024-10-05 17:27:45 | Gabriel Souza | Alpine | 217.279
2024-10-05 15:32:15 | Leonardo Almeida | McLaren | 217.28
2024-10-05 14:15:12 | Felipe Barbosa | AlphaTauri | 217.288
2024-10-05 10:05:44 | Felipe Barbosa | McLaren | 217.289
2024-10-05 16:42:28 | Rafael Rocha | Haas | 217.291
2024-10-05 10:46:30 | Leonardo Almeida | Aston Martin | 217.293
2024-10-05 16:35:54 | José Ferreira | Mercedes | 217.295
2024-10-05 11:24:32 | Gabriel Souza | Aston Martin | 217.3
2024-10-05 11:47:57 | Thiago Mendes | Haas | 217.303
2024-10-05 18:11:37 | Thiago Mendes | Aston Martin | 217.305
2024-10-05 15:41:28 | Carlos Andrade | AlphaTauri | 217.314
2024-10-05 16:09:31 | José Ferreira | Williams | 217.315
2024-10-05 18:20:06 | Rafael Rocha | Ferrari | 217.315
2024-10-05 10:57:31 | José Ferreira | Aston Martin | 217.316
2024-10-05 12:56:55 | José Ferreira | Mercedes | 217.316
2024-10-05 16:41:16 | José Ferreira | McLaren | 217.318
2024-10-05 10:50:42 | Gabriel Souza | Red Bull Racing | 217.32
2024-10-05 16:45:01 | Felipe Barbosa | Aston Martin | 217.322
2024-10-05 13:48:02 | José Ferreira | Williams | 217.323
2024-10-05 17:07:30 | Rafael Rocha | Ferrari | 217.324
2024-10-05 14:31:32 | Fernando Silva | AlphaTauri | 217.325
2024-10-05 10:58:44 | José Ferreira | Red Bull Racing | 217.325
2024-10-05 16:08:56 | Vinícius Pereira | Alpine | 217.328
2024-10-05 14:56:30 | Leonardo Almeida | Alpine | 217.335
2024-10-05 16:28:27 | Rafael Rocha | Williams | 217.335
2024-10-05 16:12:48 | Leonardo Almeida | Williams | 217.336
2024-10-05 12:07:38 | Leonardo Almeida | Ferrari | 217.337
2024-10-05 15:14:17 | Pedro Oliveira | AlphaTauri | 217.337
2024-10-05 12:15:39 | Gabriel Souza | McLaren | 217.341
2024-10-05 16:44:28 | Marcos Costa | Haas | 217.341
2024-10-05 17:55:17 | Rafael Rocha | Alpine | 217.342
2024-10-05 14:48:07 | Vinícius Pereira | Alfa Romeo | 217.346
2024-10-05 17:08:26 | Lucas Silva | Mercedes | 217.347
2024-10-05 15:47:06 | Rafael Rocha | Williams | 217.349
2024-10-05 10:53:35 | Carlos Andrade | AlphaTauri | 217.354
2024-10-05 13:42:48 | Gabriel Souza | Williams | 217.354
2024-10-05 18:30:56 | Lucas Silva | Red Bull Racing | 217.355
2024-10-05 10:44:36 | Rafael Rocha | Alfa Romeo | 217.355
2024-10-05 17:27:12 | Pedro Oliveira | Mercedes | 217.358
2024-10-05 10:21:28 | Pedro Oliveira | Alpine | 217.359
2024-10-05 16:25:52 | Pedro Oliveira | Haas | 217.359
2024-10-05 10:52:28 | Felipe Barbosa | Williams | 217.36
2024-10-05 16:56:47 | Pedro Oliveira | Ferrari | 217.36
2024-10-05 17:51:58 | José Ferreira | Aston Martin | 217.366
2024-10-05 14:14:21 | Fernando Silva | Ferrari | 217.37
2024-10-05 11:09:07 | Rafael Rocha | Mercedes | 217.37
2024-10-05 16:47:56 | Gabriel Souza | Mercedes | 217.379
2024-10-05 15:46:34 | Marcos Costa | Haas | 217.381
2024-10-05 12:42:39 | Felipe Barbosa | AlphaTauri | 217.388
2024-10-05 10:25:09 | Marcos Costa | Red Bull Racing | 217.389
2024-10-05 13:43:16 | Felipe Barbosa | AlphaTauri | 217.39
2024-10-05 13:09:16 | Gabriel Souza | Alfa Romeo | 217.392
2024-10-05 10:14:12 | Rafael Rocha | McLaren | 217.393
2024-10-05 14:34:39 | Felipe Barbosa | Haas | 217.396
2024-10-05 14:10:19 | Leonardo Almeida | Ferrari | 217.397
2024-10-05 18:11:22 | Carlos Andrade | Williams | 217.399
2024-10-05 13:55:53 | Felipe Barbosa | Alfa Romeo | 217.399
2024-10-05 15:41:45 | Gabriel Souza | Alpine | 217.403
2024-10-05 11:56:32 | José Ferreira | McLaren | 217.403
2024-10-05 18:24:28 | José Ferreira | Alpine | 217.403
2024-10-05 14:49:53 | Leonardo Almeida | Red Bull Racing | 217.404
2024-10-05 10:53:10 | Rafael Rocha | McLaren | 217.404
2024-10-05 16:09:31 | Rafael Rocha | Ferrari | 217.408
2024-10-05 17:15:54 | Lucas Silva | AlphaTauri | 217.41
2024-10-05 10:28:25 | Carlos Andrade | Alpine | 217.416
2024-10-05 16:08:35 | José Ferreira | AlphaTauri | 217.419
2024-10-05 15:32:28 | Felipe Barbosa | Alpine | 217.421
2024-10-05 11:54:24 | Gabriel Souza | McLaren | 217.421
2024-10-05 12:25:58 | Fernando Silva | Alfa Romeo | 217.425
2024-10-05 15:54:56 | Leonardo Almeida | Aston Martin | 217.425
2024-10-05 10:02:19 | Carlos Andrade | Alfa Romeo | 217.426
2024-10-05 11:16:30 | Carlos Andrade | Haas | 217.431
2024-10-05 14:07:04 | Thiago Mendes | Aston Martin | 217.431
2024-10-05 10:10:12 | Leonardo Almeida | Alfa Romeo | 217.432
2024-10-05 18:30:02 | Thiago Mendes | Haas | 217.432
2024-10-05 10:54:29 | Rafael Rocha | Alfa Romeo | 217.433
2024-10-05 18:46:47 | Marcos Costa | Haas | 217.437
2024-10-05 18:09:50 | Carlos Andrade | Haas | 217.438
2024-10-05 18:13:13 | Lucas Silva | Alpine | 217.439
2024-10-05 18:58:31 | Vinícius Pereira | Mercedes | 217.439
2024-10-05 17:06:29 | Felipe Barbosa | AlphaTauri | 217.441
2024-10-05 11:30:28 | Vinícius Pereira | Red Bull Racing | 217.441
2024-10-05 13:08:01 | Gabriel Souza | AlphaTauri | 217.443
2024-10-05 14:21:12 | Lucas Silva | Aston Martin | 217.444
2024-10-05 14:16:52 | Rafael Rocha | AlphaTauri | 217.445
2024-10-05 11:29:20 | Marcos Costa | McLaren | 217.447
2024-10-05 10:04:06 | Pedro Oliveira | McLaren | 217.447
2024-10-05 14:23:47 | Marcos Costa | Aston Martin | 217.448
2024-10-05 13:45:46 | Thiago Mendes | Haas | 217.448
2024-10-05 18:19:31 | Carlos Andrade | Alpine | 217.45
2024-10-05 11:05:53 | Marcos Costa | Haas | 217.45
2024-10-05 11:40:05 | José Ferreira | Red Bull Racing | 217.453
2024-10-05 10:28:29 | Pedro Oliveira | AlphaTauri | 217.453
2024-10-05 10:41:55 | Rafael Rocha | Williams | 217.454
2024-10-05 17:03:44 | Fernando Silva | McLaren | 217.459
2024-10-05 13:33:46 | José Ferreira | Aston Martin | 217.461
2024-10-05 11:29:43 | Pedro Oliveira | Haas | 217.461
2024-10-05 11:29:25 | Fernando Silva | Haas | 217.464
2024-10-05 13:40:31 | Thiago Mendes | Red Bull Racing | 217.464
2024-10-05 15:03:23 | Leonardo Almeida | Red Bull Racing | 217.466
2024-10-05 11:41:00 | Rafael Rocha | Aston Martin | 217.468
2024-10-05 14:29:03 | Carlos Andrade | Alpine | 217.47
2024-10-05 17:58:49 | Lucas Silva | McLaren | 217.47
2024-10-05 15:04:46 | Felipe Barbosa | Aston Martin | 217.471
2024-10-05 16:41:38 | Thiago Mendes | McLaren | 217.472
2024-10-05 12:47:01 | Rafael Rocha | Red Bull Racing | 217.474
2024-10-05 15:35:26 | Lucas Silva | Ferrari | 217.477
2024-10-05 11:20:37 | Lucas Silva | Mercedes | 217.478
2024-10-05 10:56:43 | Marcos Costa | Mercedes | 217.481
2024-10-05 10:11:38 | Leonardo Almeida | Williams | 217.49
2024-10-05 18:00:28 | Marcos Costa | Alpine | 217.491
2024-10-05 17:04:21 | Rafael Rocha | Mercedes | 217.491
2024-10-05 16:18:22 | Leonardo Almeida | Alpine | 217.492
2024-10-05 15:28:12 | Pedro Oliveira | Haas | 217.495
2024-10-05 10:31:11 | José Ferreira | Ferrari | 217.498
2024-10-05 13:49:00 | Thiago Mendes | Alpine | 217.498
2024-10-05 16:16:57 | José Ferreira | AlphaTauri | 217.501
2024-10-05 11:45:31 | Fernando Silva | Ferrari | 217.502
2024-10-05 15:22:15 | Gabriel Souza | Mercedes | 217.504
2024-10-05 17:23:20 | Gabriel Souza | Mercedes | 217.505
2024-10-05 10:31:47 | Thiago Mendes | Alfa Romeo | 217.506
2024-10-05 16:56:09 | Vinícius Pereira | Mercedes | 217.509
2024-10-05 14:13:28 | José Ferreira | McLaren | 217.511
2024-10-05 18:53:25 | José Ferreira | Aston Martin | 217.511
2024-10-05 17:50:28 | Rafael Rocha | Haas | 217.513
2024-10-05 12:10:41 | Thiago Mendes | Alfa Romeo | 217.514
2024-10-05 10:22:01 | Fernando Silva | Red Bull Racing | 217.515
2024-10-05 15:10:53 | Vinícius Pereira | Mercedes | 217.522
2024-10-05 14:54:13 | Gabriel Souza | AlphaTauri | 217.526
2024-10-05 16:00:14 | Leonardo Almeida | McLaren | 217.527
2024-10-05 10:51:14 | Marcos Costa | Alpine | 217.529
2024-10-05 18:41:18 | Lucas Silva | Haas | 217.534
2024-10-05 12:41:46 | José Ferreira | Aston Martin | 217.535
2024-10-05 13:01:02 | Carlos Andrade | AlphaTauri | 217.536
2024-10-05 14:02:28 | Rafael Rocha | McLaren | 217.538
2024-10-05 16:57:52 | Pedro Oliveira | Red Bull Racing | 217.541
2024-10-05 16:00:16 | Leonardo Almeida | Red Bull Racing | 217.544
2024-10-05 10:26:40 | Lucas Silva | Williams | 217.551
2024-10-05 10:52:34 | Leonardo Almeida | Aston Martin | 217.553
2024-10-05 13:18:31 | Felipe Barbosa | Red Bull Racing | 217.554
2024-10-05 11:33:18 | Lucas Silva | Alpine | 217.555
2024-10-05 11:48:48 | Felipe Barbosa | Red Bull Racing | 217.558
2024-10-05 12:35:16 | Carlos Andrade | Mercedes | 217.559
2024-10-05 18:19:09 | Carlos Andrade | Ferrari | 217.562
2024-10-05 11:47:22 | Fernando Silva | AlphaTauri | 217.564
2024-10-05 10:57:14 | Lucas Silva | Red Bull Racing | 217.564
2024-10-05 16:07:22 | Pedro Oliveira | AlphaTauri | 217.566
2024-10-05 10:23:40 | Gabriel Souza | Alpine | 217.571
2024-10-05 12:24:47 | Fernando Silva | Haas | 217.573
2024-10-05 14:59:24 | Pedro Oliveira | AlphaTauri | 217.573
2024-10-05 13:46:03 | Leonardo Almeida | McLaren | 217.574
2024-10-05 18:06:59 | Lucas Silva | Red Bull Racing | 217.577
2024-10-05 14:44:59 | Leonardo Almeida | Aston Martin | 217.578
2024-10-05 12:56:25 | Leonardo Almeida | Mercedes | 217.578
2024-10-05 18:52:11 | José Ferreira | Alpine | 217.579
2024-10-05 15:44:46 | José Ferreira | McLaren | 217.58
2024-10-05 16:17:19 | Carlos Andrade | Ferrari | 217.581
2024-10-05 10:00:43 | Fernando Silva | Alpine | 217.581
2024-10-05 15:33:25 | Leonardo Almeida | Red Bull Racing | 217.583
2024-10-05 11:57:26 | Leonardo Almeida | Ferrari | 217.585
2024-10-05 17:47:16 | Felipe Barbosa | Williams | 217.587
2024-10-05 16:24:53 | Fernando Silva | Aston Martin | 217.589
2024-10-05 13:21:17 | Carlos Andrade | Ferrari | 217.593
2024-10-05 10:46:05 | Thiago Mendes | Williams | 217.594
2024-10-05 17:51:01 | Vinícius Pereira | Haas | 217.594
2024-10-05 18:52:49 | Gabriel Souza | Alfa Romeo | 217.595
2024-10-05 10:48:17 | Gabriel Souza | Williams | 217.595
2024-10-05 11:43:03 | José Ferreira | Alfa Romeo | 217.598
2024-10-05 14:58:30 | Felipe Barbosa | Alfa Romeo | 217.603
2024-10-05 16:14:26 | José Ferreira | Red Bull Racing | 217.603
2024-10-05 16:37:49 | Gabriel Souza | Alfa Romeo | 217.604
2024-10-05 11:20:04 | Leonardo Almeida | Red Bull Racing | 217.606
2024-10-05 15:06:53 | Marcos Costa | Alpine | 217.61
2024-10-05 14:59:33 | Pedro Oliveira | Mercedes | 217.61
2024-10-05 12:32:35 | Leonardo Almeida | Haas | 217.613
2024-10-05 11:59:28 | Lucas Silva | Aston Martin | 217.614
2024-10-05 18:29:29 | Pedro Oliveira | Ferrari | 217.615
2024-10-05 17:28:20 | Felipe Barbosa | Ferrari | 217.616
2024-10-05 18:59:32 | Fernando Silva | AlphaTauri | 217.62
2024-10-05 17:24:29 | Pedro Oliveira | AlphaTauri | 217.622
2024-10-05 12:17:29 | Pedro Oliveira | AlphaTauri | 217.624
2024-10-05 17:04:13 | Lucas Silva | McLaren | 217.627
2024-10-05 17:46:17 | Marcos Costa | Mercedes | 217.628
2024-10-05 11:16:31 | Gabriel Souza | Mercedes | 217.631
2024-10-05 10:56:29 | Thiago Mendes | McLaren | 217.633
2024-10-05 18:24:32 | Fernando Silva | Mercedes | 217.637
2024-10-05 16:39:13 | Gabriel Souza | McLaren | 217.637
2024-10-05 14:54:13 | Carlos Andrade | Mercedes | 217.639
2024-10-05 11:16:05 | Thiago Mendes | Alpine | 217.641
2024-10-05 18:03:06 | Gabriel Souza | Ferrari | 217.643
2024-10-05 17:40:01 | Felipe Barbosa | Aston Martin | 217.645
2024-10-05 12:30:55 | Carlos Andrade | Red Bull Racing | 217.646
2024-10-05 13:31:13 | Felipe Barbosa | Ferrari | 217.647
2024-10-05 12:05:02 | Lucas Silva | Alpine | 217.654
2024-10-05 17:40:30 | Gabriel Souza | Red Bull Racing | 217.659
2024-10-05 13:06:35 | Carlos Andrade | Haas | 217.661
2024-10-05 15:26:11 | Rafael Rocha | Mercedes | 217.661
2024-10-05 17:44:12 | Felipe Barbosa | Alfa Romeo | 217.665
2024-10-05 17:23:59 | Pedro Oliveira | Aston Martin | 217.669
2024-10-05 17:43:36 | Fernando Silva | Alfa Romeo | 217.674
2024-10-05 14:14:57 | José Ferreira | Haas | 217.677
2024-10-05 16:51:40 | Marcos Costa | McLaren | 217.684
2024-10-05 14:01:07 | Lucas Silva | Mercedes | 217.685
2024-10-05 10:59:03 | José Ferreira | McLaren | 217.687
2024-10-05 13:09:10 | Rafael Rocha | Williams | 217.69
2024-10-05 16:08:38 | Thiago Mendes | Haas | 217.69
2024-10-05 15:00:35 | Gabriel Souza | McLaren | 217.694
2024-10-05 18:29:40 | Leonardo Almeida | Williams | 217.697
2024-10-05 14:50:20 | Felipe Barbosa | Williams | 217.7
2024-10-05 15:03:41 | Marcos Costa | McLaren | 217.701
2024-10-05 13:14:09 | Thiago Mendes | Alpine | 217.704
2024-10-05 14:58:39 | Fernando Silva | Alfa Romeo | 217.705
2024-10-05 16:54:18 | Leonardo Almeida | Ferrari | 217.706
2024-10-05 13:00:50 | Lucas Silva | Ferrari | 217.708
2024-10-05 13:21:41 | Gabriel Souza | Mercedes | 217.709
2024-10-05 18:40:23 | Marcos Costa | Red Bull Racing | 217.711
2024-10-05 17:58:02 | José Ferreira | Aston Martin | 217.715
2024-10-05 11:21:12 | Rafael Rocha | Alpine | 217.717
2024-10-05 11:48:56 | José Ferreira | Mercedes | 217.722
2024-10-05 17:13:26 | José Ferreira | Williams | 217.723
2024-10-05 14:19:47 | Lucas Silva | Williams | 217.725
2024-10-05 12:18:32 | Felipe Barbosa | Mercedes | 217.728
2024-10-05 10:45:28 | Thiago Mendes | Ferrari | 217.729
2024-10-05 17:12:53 | Gabriel Souza | Red Bull Racing | 217.732
2024-10-05 11:18:18 | Rafael Rocha | Aston Martin | 217.732
2024-10-05 10:00:15 | Felipe Barbosa | McLaren | 217.735
2024-10-05 14:49:39 | Fernando Silva | Ferrari | 217.735
2024-10-05 11:53:00 | Pedro Oliveira | Mercedes | 217.739
2024-10-05 10:47:48 | Gabriel Souza | Mercedes | 217.74
2024-10-05 13:25:44 | Lucas Silva | Williams | 217.742
2024-10-05 16:18:41 | Felipe Barbosa | McLaren | 217.745
2024-10-05 10:04:33 | Leonardo Almeida | Haas | 217.745
2024-10-05 17:31:26 | Vinícius Pereira | Haas | 217.745
2024-10-05 18:52:22 | Fernando Silva | Mercedes | 217.748
2024-10-05 15:17:15 | Gabriel Souza | Ferrari | 217.748
2024-10-05 10:48:13 | Fernando Silva | Williams | 217.751
2024-10-05 10:52:52 | Gabriel Souza | AlphaTauri | 217.754
